(33, 781);(689, 705);8262;11900;1.0099999904632568;8008;44078;2.67199969291687
(33, 781);(151, 72);12450;12699;0.9079997539520264;11028;210629;27.65888214111328
(822, 336);(480, 326);3572;1268;0.08800005912780762;3572;7857;0.4460005760192871
(822, 336);(658, 165);2468;689;0.05399966239929199;2468;5022;0.2779996395111084
(693, 400);(361, 102);4780;2568;0.2520012855529785;4632;8192;0.5959992408752441
(693, 400);(395, 633);4750;6042;0.5810022354125977;4742;47357;3.7119996547698975
(986, 5);(642, 828);9834;14484;1.1509981155395508;9606;127137;31.801000833511353
(986, 5);(792, 556);6466;8237;0.7130019664764404;6286;52246;7.624997615814209
(658, 165);(64, 513);7646;7117;0.6999995708465576;7340;34745;4.21199893951416
(658, 165);(353, 400);4044;2828;0.2349991798400879;4044;12265;0.8379993438720703
(575, 619);(771, 550);2292;1694;0.15799975395202637;2292;5335;0.2589986324310303
(575, 619);(91, 717);6912;10051;0.7170000076293945;6450;63018;4.886997699737549
(468, 773);(663, 697);2374;767;0.09800052642822266;2374;9270;0.4080023765563965
(468, 773);(801, 575);4122;3280;0.3210015296936035;4122;17011;1.501997947692871
(793, 13);(642, 828);8754;10959;0.9449985027313232;8754;79785;15.908998250961304
(793, 13);(220, 791);10764;8811;0.6420004367828369;10480;133856;25.129082918167114
(64, 513);(361, 102);5346;5688;0.5640008449554443;5298;21119;2.2230007648468018
(64, 513);(976, 58);11068;20602;2.3649990558624268;10940;116223;30.408997535705566
(576, 393);(663, 202);2578;1793;0.11800026893615723;2398;7445;0.3289980888366699
(576, 393);(793, 13);4734;4335;0.3489983081817627;4734;16470;1.1489994525909424
(760, 56);(204, 136);6006;5127;0.49900078773498535;5880;30002;2.881998062133789
(760, 56);(801, 575);5354;4197;0.3820006847381592;5354;8241;0.5879976749420166
(23, 45);(151, 72);1588;1364;0.08699727058410645;1588;4462;0.14999914169311523
(23, 45);(671, 469);8176;9155;0.8519954681396484;8176;36969;6.210002660751343
(528, 594);(693, 400);3768;5043;0.4160022735595703;3744;16111;0.6849961280822754
(528, 594);(576, 393);3930;3738;0.2570004463195801;3906;16273;0.7079989910125732
(42, 166);(855, 813);11912;26773;3.6080029010772705;11090;106206;18.535996913909912
(42, 166);(770, 357);8492;4393;0.3100004196166992;8052;30507;3.8509981632232666
(642, 828);(880, 260);6680;6389;0.5249989032745361;6632;62019;8.900002479553223
(642, 828);(900, 39);9000;10225;0.9249985218048096;8922;98981;18.208999156951904
(113, 174);(151, 72);3546;2821;0.17200183868408203;2612;19775;0.8370001316070557
(113, 174);(220, 791);8520;11820;0.9279992580413818;7570;122375;15.529999732971191
(936, 336);(468, 773);6428;2231;0.2780017852783203;6428;10929;1.067002296447754
(936, 336);(773, 675);4042;18665;1.8318946361541748;4042;27428;2.3109984397888184
(220, 791);(606, 953);8290;8577;0.6590008735656738;7058;31824;1.389000415802002
(220, 791);(929, 662);11704;12845;0.8929967880249023;9472;100926;10.765998601913452
