(914, 134);(313, 302);9462;3514;0.47699713706970215;7442;79272;11.12999963760376
(914, 134);(425, 149);5368;8309;1.0389978885650635;5302;25114;2.191000461578369
(708, 680);(900, 711);4166;5192;0.6450755596160889;2418;6113;0.24646449089050293
(708, 680);(989, 0);7940;8602;1.4120044708251953;8020;42171;5.7520012855529785
(305, 25);(217, 576);5886;2485;0.30522871017456055;6334;39821;5.202125549316406
(305, 25);(400, 890);9778;2838;0.39605712890625;9574;90181;11.273945808410645
(547, 902);(102, 500);9710;3204;0.4730033874511719;7248;67666;9.597845077514648
(547, 902);(217, 673);6794;2545;0.3640017509460449;4930;42679;4.555865287780762
(695, 122);(253, 188);4684;555;0.22001171112060547;4684;574;0.04399585723876953
(695, 122);(219, 706);11096;10867;1.471933126449585;9750;157340;27.208510398864746
(271, 140);(526, 1000);10294;2190;0.3820021152496338;9764;69827;11.967997550964355
(271, 140);(982, 926);11690;7901;1.0650956630706787;11740;66502;10.729000329971313
(287, 559);(823, 525);7298;8838;1.0960021018981934;6824;64113;8.877002000808716
(287, 559);(721, 384);7160;6604;0.8409996032714844;6078;31019;2.7799999713897705
(900, 711);(584, 245);6164;6018;0.9819996356964111;5924;31033;5.960998773574829
(900, 711);(271, 140);9108;10903;1.5919992923736572;8990;34653;5.229997873306274
(62, 627);(1022, 332);13278;18146;2.8090035915374756;12122;105591;17.5269992351532
(62, 627);(686, 638);8396;9030;1.1700010299682617;7800;61905;6.455102205276489
(740, 670);(427, 162);7202;2820;0.46599817276000977;6596;10366;0.7339975833892822
(740, 670);(686, 638);668;363;0.09900021553039551;668;606;0.02300095558166504
(21, 502);(942, 792);13138;18987;2.371002674102783;11296;163580;32.54379463195801
(21, 502);(686, 638);8386;11019;1.3509984016418457;7848;69686;8.443001985549927
(427, 162);(0, 175);4322;453;0.23800039291381836;4322;453;0.04300856590270996
(427, 162);(700, 50);3178;5970;1.0180044174194336;3178;7178;0.6689980030059814
(617, 624);(41, 451);7866;6215;0.7660026550292969;6948;47013;4.26399827003479
(617, 624);(524, 554);1210;1383;0.1640024185180664;1210;1383;0.06499886512756348
(975, 428);(294, 3);8510;24775;3.905001401901245;8510;67769;23.661994218826294
(975, 428);(584, 245);4642;9082;1.2179975509643555;4642;23498;3.660003423690796
(291, 1005);(511, 160);11342;5502;0.7169997692108154;9984;104401;21.28699779510498
(291, 1005);(356, 25);12318;8102;1.1290004253387451;11722;134363;19.460036754608154
(217, 576);(975, 428);10508;17816;2.549001932144165;9052;34981;2.668999433517456
(217, 576);(526, 1000);6704;7023;0.9980010986328125;6206;45566;5.06017541885376
(413, 942);(721, 384);8800;6127;0.9400031566619873;7048;74845;15.859997272491455
(413, 942);(617, 624);3996;5754;1.0029983520507812;3996;18290;2.6390013694763184
(524, 554);(425, 149);4950;2778;0.4699990749359131;4958;19973;1.8029963970184326
(524, 554);(928, 708);5390;4796;0.5610020160675049;4792;25964;2.6990013122558594
(796, 9);(102, 500);12540;20052;3.21199893951416;10058;68404;10.903997898101807
(796, 9);(956, 7);2200;596;0.10099649429321289;2384;7099;0.32300353050231934
(700, 50);(430, 520);6730;14085;2.128997802734375;6872;96348;14.677994966506958
(700, 50);(792, 407);5284;2149;0.3399980068206787;3944;11617;1.1880004405975342
(821, 749);(695, 122);10614;8435;0.9950015544891357;8306;60272;8.768999576568604
(821, 749);(41, 451);15916;17271;2.190995454788208;10738;81817;12.402000904083252
(942, 332);(764, 14);4398;8004;1.473003625869751;4012;15685;2.2850005626678467
(942, 332);(217, 576);10070;10964;1.2810022830963135;9026;135569;25.569997787475586
(369, 199);(557, 236);2028;2793;0.437000036239624;2028;4877;0.2850003242492676
(369, 199);(962, 196);6038;1718;0.31699514389038086;6038;12725;1.624995231628418
(294, 3);(669, 822);14628;15955;2.3869993686676025;12072;370390;107.38189172744751
(294, 3);(907, 174);6966;13113;1.8260014057159424;6966;25033;2.5989999771118164
(485, 772);(323, 610);2496;2067;0.29400038719177246;2310;1166;0.0729990005493164
(485, 772);(740, 670);3062;8305;1.21000075340271;2958;8325;0.6549973487854004
(970, 92);(370, 670);12394;7893;1.057999849319458;10200;156587;32.14400029182434
(970, 92);(353, 264);9904;8868;1.176001787185669;7370;56794;7.896000146865845
(847, 88);(764, 14);1126;390;0.07999944686889648;1126;620;0.024997711181640625
(847, 88);(970, 92);1246;599;0.09599995613098145;1246;599;0.020998477935791016
(882, 385);(196, 334);9802;18398;2.672002077102661;8008;100139;13.336153984069824
(882, 385);(900, 711);4308;530;0.11799883842468262;3644;17129;1.3529980182647705
(792, 407);(65, 61);10712;11840;2.114999532699585;8654;78596;16.73599886894226
(792, 407);(323, 610);8594;6677;0.8089962005615234;7302;127697;18.024998426437378
(611, 366);(975, 428);3888;6265;0.8650000095367432;3888;17111;1.4090039730072021
(611, 366);(217, 576);7196;5508;0.6479990482330322;6222;62026;6.347997426986694
(388, 915);(1022, 332);8798;12313;2.1339988708496094;8672;17674;2.5010039806365967
(388, 915);(41, 451);8776;11750;1.5869979858398438;7318;65354;7.697996377944946
(551, 212);(584, 245);462;33;0.1529989242553711;462;33;0.0010030269622802734
(551, 212);(823, 525);4218;9071;1.1329998970031738;4218;9071;1.0080015659332275
(430, 520);(28, 401);5198;2691;0.3240020275115967;4980;13530;0.7480137348175049
(430, 520);(603, 295);3892;1162;0.19700026512145996;3850;9008;0.38899827003479004
(823, 525);(485, 772);4494;7777;1.3689994812011719;4368;12677;1.9449994564056396
(823, 525);(356, 25);6868;6464;0.6399993896484375;6868;6464;0.5079994201660156
(323, 610);(603, 295);7768;5783;0.7949986457824707;6548;49517;3.825997829437256
(323, 610);(847, 88);10844;9876;1.2620012760162354;9694;69582;8.415998935699463
(328, 843);(619, 400);6314;7506;1.0220019817352295;5714;25152;2.779000997543335
(328, 843);(28, 401);7950;8569;1.0299959182739258;6996;40612;4.166003465652466
(257, 469);(956, 7);10838;14316;2.244001626968384;10170;89445;14.524001121520996
(257, 469);(425, 149);3896;6648;0.9490025043487549;3904;11434;1.3070008754730225
(870, 207);(764, 14);2354;2124;0.2980024814605713;2354;7704;0.6640021800994873
(870, 207);(102, 500);11262;16261;2.4270005226135254;9360;83616;12.846996068954468
(554, 734);(62, 627);9360;5137;0.5930020809173584;6240;75544;10.201997518539429
(554, 734);(414, 27);8974;2344;0.39800047874450684;7912;60419;7.185997247695923
(958, 8);(356, 25);7432;8034;1.0170135498046875;7432;57405;6.7520036697387695
(958, 8);(879, 381);4046;472;0.14999818801879883;4662;32628;2.556994915008545
(579, 210);(524, 554);3724;2012;0.30500292778015137;4172;23020;1.776998519897461
(579, 210);(313, 302);5742;3038;0.48999929428100586;3300;11614;0.731999397277832
(669, 822);(271, 140);12612;14754;1.9299991130828857;10234;66348;10.756997346878052
(669, 822);(370, 670);6976;4926;0.7059974670410156;4546;15051;1.2269997596740723
(544, 790);(1022, 698);-1;0;0.136000394821167;-1;755118;112.25216460227966
(544, 790);(355, 823);2022;255;0.10999894142150879;2022;255;0.010999441146850586
(65, 61);(907, 174);11736;11557;1.4070041179656982;9024;54240;6.630997657775879
(65, 61);(882, 385);11156;17579;2.1099987030029297;9466;82381;17.249996423721313
(253, 188);(796, 9);7288;7399;0.8930013179779053;8496;143859;19.147001028060913
(253, 188);(414, 27);7678;11376;1.5299997329711914;5134;86398;8.005000591278076
(962, 196);(792, 407);3132;366;0.2910020351409912;3348;13569;1.0030009746551514
(962, 196);(102, 500);12138;17432;2.528003454208374;10652;101887;17.69499659538269
(584, 245);(388, 915);7508;11846;1.6870043277740479;7524;32000;4.837997913360596
(584, 245);(291, 1005);9188;11176;1.504997968673706;9194;66332;12.746000289916992
(199, 325);(962, 196);9816;17688;2.3689980506896973;8242;18485;4.326002836227417
(199, 325);(313, 302);1232;160;0.15199899673461914;1232;160;0.005997896194458008
(879, 381);(271, 140);7044;19554;3.180004835128784;7044;57406;14.216994285583496
(879, 381);(975, 428);1148;1983;0.22699999809265137;1148;1983;0.09900093078613281
(217, 673);(1022, 698);-1;0;0.10400056838989258;-1;755118;137.83155250549316
(217, 673);(958, 8);13112;15884;2.4479994773864746;11816;78245;10.275001525878906
(356, 25);(102, 500);7150;28883;6.930164813995361;5766;39394;8.032535076141357
(356, 25);(787, 232);5138;7814;1.0849976539611816;5138;16327;1.9989995956420898
(41, 451);(823, 525);10202;11144;1.3710060119628906;9396;116850;15.863250255584717
(41, 451);(721, 384);10064;8910;0.9529767036437988;8412;93236;11.882790565490723
(565, 921);(524, 554);6222;6211;0.8519992828369141;3890;2220;0.1269972324371338
(565, 921);(847, 88);12204;10719;1.6509983539581299;9898;62907;16.714998483657837
(514, 1007);(695, 122);9574;7456;1.1240010261535645;10686;102437;15.485004186630249
(514, 1007);(823, 525);6308;2377;0.38100099563598633;6454;36416;5.290001630783081
(429, 202);(514, 1007);9064;1161;0.2520015239715576;9384;34120;3.5200021266937256
(429, 202);(219, 706);8632;6938;0.8949995040893555;6202;20322;2.024998426437378
(28, 401);(414, 27);12128;22468;3.3970038890838623;8236;163769;24.569997310638428
(28, 401);(821, 749);15404;17534;2.085000991821289;11058;228903;49.17299771308899
(526, 425);(485, 772);4296;1229;0.21999669075012207;4018;5554;0.31900477409362793
(526, 425);(217, 576);5796;4800;0.5929996967315674;5396;32305;2.331000328063965
(928, 708);(294, 3);10780;3157;0.5529994964599609;9586;22548;2.635000467300415
(928, 708);(217, 673);10244;6905;0.8179919719696045;7858;39466;4.571000099182129
(1022, 698);(975, 428);-1;0;0.059001922607421875;-1;1288;0.024999141693115234
(1022, 698);(524, 554);-1;0;0.03999686241149902;-1;1288;0.02700185775756836
(956, 7);(870, 207);2344;5323;0.41899824142456055;2344;5323;0.42299652099609375
(956, 7);(669, 822);14892;17547;2.4090023040771484;11648;281894;65.30599999427795
(481, 758);(62, 627);8756;3021;0.39099955558776855;5606;61418;7.177000045776367
(481, 758);(907, 174);8792;11744;1.6419997215270996;8076;80435;16.328996658325195
(421, 94);(355, 823);9258;15771;2.1120002269744873;9372;152548;27.08500361442566
(421, 94);(956, 7);6490;7968;1.0189971923828125;7362;76123;9.044001817703247
(400, 890);(579, 210);7580;11535;1.450998306274414;7580;11595;2.055002450942993
(400, 890);(740, 670);4898;6037;0.7649993896484375;4280;18319;2.002998113632202
(398, 748);(592, 235);7810;3011;0.46700167655944824;6360;13413;1.057995319366455
(398, 748);(821, 749);11448;11044;1.3999996185302734;5370;58031;5.648998975753784
(355, 823);(603, 295);7384;2353;0.3490006923675537;6502;21193;2.2420027256011963
(355, 823);(928, 708);7838;4179;0.5409960746765137;6734;55237;7.177000045776367
(557, 236);(989, 0);5264;1347;0.24599671363830566;5544;24794;2.4140005111694336
(557, 236);(65, 61);7310;10088;1.2639994621276855;5620;45985;7.555997848510742
(942, 792);(805, 530);3722;6911;0.801999568939209;3168;11373;1.0170011520385742
(942, 792);(62, 627);16338;20206;2.8329994678497314;11320;257308;58.165998220443726
(721, 384);(425, 149);3900;1059;0.23900103569030762;3900;11596;1.3620035648345947
(721, 384);(291, 1005);9450;11528;1.3519983291625977;8148;47484;9.970996856689453
(102, 500);(592, 235);8338;31623;4.8239991664886475;6270;32346;3.5459959506988525
(102, 500);(1022, 698);-1;0;0.08399462699890137;-1;755118;176.94310450553894
(117, 338);(458, 61);10314;22254;4.317000150680542;6266;111112;15.941998481750488
(117, 338);(544, 790);7330;2174;0.3640007972717285;6246;6323;0.6190028190612793
(805, 530);(528, 912);7440;7830;0.9739973545074463;5064;18707;1.9029979705810547
(805, 530);(740, 670);1660;1421;0.24799847602844238;1660;2420;0.12399578094482422
(764, 14);(398, 748);10732;7383;1.2789978981018066;9210;75529;15.63899850845337
(764, 14);(41, 451);11624;18478;2.752995729446411;10082;58611;11.960997343063354
(467, 630);(199, 325);6052;2328;0.43199801445007324;5210;24988;1.5540013313293457
(467, 630);(284, 450);6038;3370;0.3659982681274414;4230;28892;1.6609981060028076
(907, 174);(620, 448);4650;2786;0.4139983654022217;4388;8166;0.6200001239776611
(907, 174);(821, 749);10734;14795;1.9850027561187744;8306;152270;28.934002161026
(353, 264);(557, 236);5358;7901;0.9869954586029053;2312;4563;0.23700594902038574
(353, 264);(217, 576);3688;2666;0.4309999942779541;3984;19492;1.9749975204467773
