(914, 134);(313, 302);6748;798;0.23699665069580078;7442;79272;12.103001356124878
(914, 134);(425, 149);5368;8010;0.6606178283691406;5302;25114;2.146000385284424
(708, 680);(900, 711);2418;262;0.10399913787841797;2418;6113;0.20499658584594727
(708, 680);(989, 0);7940;7374;0.9039995670318604;8020;42171;5.8840086460113525
(305, 25);(217, 576);5892;2407;0.2440013885498047;6334;39821;5.279638051986694
(305, 25);(400, 890);9580;2722;0.6132473945617676;9574;90181;11.811180114746094
(547, 902);(102, 500);6826;9282;0.9399979114532471;7248;67666;9.601000785827637
(547, 902);(217, 673);4922;1910;0.4160010814666748;4930;42679;4.609998464584351
(695, 122);(253, 188);4684;543;0.7219991683959961;4684;574;0.05099940299987793
(695, 122);(219, 706);8902;8156;0.8839993476867676;9750;157340;26.443001985549927
(271, 140);(526, 1000);10084;4857;0.7589991092681885;9764;69827;12.603997230529785
(271, 140);(982, 926);11370;15653;1.332000494003296;11740;66502;10.60499906539917
(287, 559);(823, 525);6940;7808;0.7810020446777344;6824;64113;9.75700044631958
(287, 559);(721, 384);5892;1116;0.3049964904785156;6078;31019;2.61000394821167
(900, 711);(584, 245);6236;9544;1.2830002307891846;5924;31033;6.183000326156616
(900, 711);(271, 140);8892;8120;0.8559985160827637;8990;34653;4.953004360198975
(62, 627);(1022, 332);12180;12274;1.041999340057373;12122;105591;17.311996698379517
(62, 627);(686, 638);8016;13746;1.3970043659210205;7800;61905;6.136997222900391
(740, 670);(427, 162);6596;1738;0.4219973087310791;6596;10366;0.7050008773803711
(740, 670);(686, 638);668;345;0.16300010681152344;668;606;0.034998416900634766
(21, 502);(942, 792);13584;21250;2.260998249053955;11296;163580;32.12800145149231
(21, 502);(686, 638);8088;16349;1.4219951629638672;7848;69686;7.966997385025024
(427, 162);(0, 175);4322;453;0.46900296211242676;4322;453;0.05100107192993164
(427, 162);(700, 50);3178;5964;0.8209989070892334;3178;7178;0.6700053215026855
(617, 624);(41, 451);7644;9582;0.802997350692749;6948;47013;4.081998348236084
(617, 624);(524, 554);1210;1383;0.3359982967376709;1210;1383;0.08700060844421387
(975, 428);(294, 3);8510;24529;2.3930017948150635;8510;67769;27.558000087738037
(975, 428);(584, 245);4642;9082;0.7210032939910889;4642;23498;4.151999235153198
(291, 1005);(511, 160);9984;9552;1.034999132156372;9984;104401;20.73499870300293
(291, 1005);(356, 25);11482;9674;0.9089984893798828;11722;134363;18.443000316619873
(217, 576);(975, 428);8874;2343;0.3839993476867676;9052;34981;2.5570015907287598
(217, 576);(526, 1000);5950;7402;0.6989991664886475;6206;45566;4.868998289108276
(413, 942);(721, 384);6968;6460;0.7789943218231201;7048;74845;15.891996145248413
(413, 942);(617, 624);3996;5752;0.8070018291473389;3996;18290;2.6050002574920654
(524, 554);(425, 149);4950;2533;0.484997034072876;4958;19973;1.6839988231658936
(524, 554);(928, 708);5160;8641;0.906996488571167;4792;25964;2.443000078201294
(796, 9);(102, 500);10416;4131;0.29799723625183105;10058;68404;10.657000303268433
(796, 9);(956, 7);2224;507;0.0989992618560791;2384;7099;0.3280019760131836
(700, 50);(430, 520);6520;13880;1.3901557922363281;6872;96348;13.837520122528076
(700, 50);(792, 407);3944;2810;0.3919990062713623;3944;11617;1.0809967517852783
(821, 749);(695, 122);8668;10322;0.8189997673034668;8306;60272;9.180999279022217
(821, 749);(41, 451);10824;9309;0.9779999256134033;10738;81817;12.241000652313232
(942, 332);(764, 14);4004;2023;0.17899703979492188;4012;15685;2.2399988174438477
(942, 332);(217, 576);9514;12232;1.1859993934631348;9026;135569;23.72400140762329
(369, 199);(557, 236);2028;1078;0.43000149726867676;2028;4877;0.2579958438873291
(369, 199);(962, 196);6038;599;0.36699819564819336;6038;12725;1.5459997653961182
(294, 3);(669, 822);11936;8085;1.482999324798584;12072;370390;107.2999997138977
(294, 3);(907, 174);6966;12858;1.0079996585845947;6966;25033;2.423999786376953
(485, 772);(323, 610);2310;299;0.3000001907348633;2310;1166;0.10900139808654785
(485, 772);(740, 670);2958;276;0.2539966106414795;2958;8325;0.6539983749389648
(970, 92);(370, 670);9712;8005;0.8419973850250244;10200;156587;31.94400382041931
(970, 92);(353, 264);6858;2710;0.4590015411376953;7370;56794;8.562998533248901
(847, 88);(764, 14);1126;390;0.055999755859375;1126;620;0.05300140380859375
(847, 88);(970, 92);1246;599;0.12800145149230957;1246;599;0.05499863624572754
(882, 385);(196, 334);9012;16098;2.0899953842163086;8008;100139;13.561999797821045
(882, 385);(900, 711);3644;422;0.19299697875976562;3644;17129;1.1719989776611328
(792, 407);(65, 61);9200;23123;2.191999673843384;8654;78596;17.78100037574768
(792, 407);(323, 610);6968;5910;0.7980008125305176;7302;127697;19.329999446868896
(611, 366);(975, 428);3888;5954;0.6450002193450928;3888;17111;1.514993667602539
(611, 366);(217, 576);6654;5732;0.6529979705810547;6222;62026;7.104004144668579
(388, 915);(1022, 332);8672;8417;1.311002492904663;8672;17674;2.5619964599609375
(388, 915);(41, 451);7564;10593;1.2190022468566895;7318;65354;7.7169976234436035
(551, 212);(584, 245);462;33;0.2740030288696289;462;33;0.001001596450805664
(551, 212);(823, 525);4218;9071;1.2619946002960205;4218;9071;1.0550012588500977
(430, 520);(28, 401);4956;3421;0.2570006847381592;4980;13530;1.1509931087493896
(430, 520);(603, 295);4788;600;0.2290019989013672;3850;9008;0.40000081062316895
(823, 525);(485, 772);4580;1777;0.38199830055236816;4368;12677;1.5999994277954102
(823, 525);(356, 25);6868;6464;0.751997709274292;6868;6464;0.5230019092559814
(323, 610);(603, 295);6470;1302;0.40399980545043945;6548;49517;3.766996145248413
(323, 610);(847, 88);11484;12758;2.0350019931793213;9694;69582;9.053000211715698
(328, 843);(619, 400);5912;6231;0.5600016117095947;5714;25152;2.8159995079040527
(328, 843);(28, 401);7450;6164;0.5520002841949463;6996;40612;4.195000171661377
(257, 469);(956, 7);9762;9941;0.7340037822723389;10170;89445;15.354999542236328
(257, 469);(425, 149);3896;6629;0.6879968643188477;3904;11434;1.3449997901916504
(870, 207);(764, 14);2354;2124;0.17699527740478516;2354;7704;0.7429995536804199
(870, 207);(102, 500);9138;1669;0.279998779296875;9360;83616;14.591999292373657
(554, 734);(62, 627);7196;3698;0.7020010948181152;6240;75544;11.27099895477295
(554, 734);(414, 27);7894;763;0.4259974956512451;7912;60419;8.327000856399536
(958, 8);(356, 25);7432;8030;1.0109965801239014;7432;57405;7.144001483917236
(958, 8);(879, 381);4046;472;0.2629983425140381;4662;32628;2.8010003566741943
(579, 210);(524, 554);3724;886;0.3170011043548584;4172;23020;1.7010018825531006
(579, 210);(313, 302);3028;322;0.29900169372558594;3300;11614;0.9359965324401855
(669, 822);(271, 140);11214;1476;0.40599727630615234;10234;66348;10.923001050949097
(669, 822);(370, 670);4746;442;0.0989987850189209;4546;15051;1.1359992027282715
(544, 790);(1022, 698);-1;0;1.6039979457855225;-1;755118;113.0629951953888
(544, 790);(355, 823);2022;255;0.2710001468658447;2022;255;0.011999368667602539
(65, 61);(907, 174);9024;15978;1.056002140045166;9024;54240;7.09599757194519
(65, 61);(882, 385);9826;28131;3.528996706008911;9466;82381;18.755995750427246
(253, 188);(796, 9);7080;3187;0.604999303817749;8496;143859;21.291001558303833
(253, 188);(414, 27);4586;5311;0.9270014762878418;5134;86398;9.43100118637085
(962, 196);(792, 407);3132;351;0.2350003719329834;3348;13569;0.9289984703063965
(962, 196);(102, 500);10014;1754;0.34599971771240234;10652;101887;18.331175088882446
(584, 245);(388, 915);7508;10193;1.0560030937194824;7524;32000;4.958277940750122
(584, 245);(291, 1005);8842;9467;0.781287431716919;9194;66332;13.543518781661987
(199, 325);(962, 196);8242;894;0.3449976444244385;8242;18485;3.337998151779175
(199, 325);(313, 302);1232;160;0.3599996566772461;1232;160;0.005998373031616211
(879, 381);(271, 140);7044;18507;1.9683198928833008;7044;57406;14.365792512893677
(879, 381);(975, 428);1148;1983;0.332000732421875;1148;1983;0.08900141716003418
(217, 673);(1022, 698);-1;0;1.6220006942749023;-1;755118;146.46076679229736
(217, 673);(958, 8);11734;10664;1.5229971408843994;11816;78245;11.451003313064575
(356, 25);(102, 500);7122;28493;6.230003118515015;5766;39394;8.794999599456787
(356, 25);(787, 232);5138;7808;0.6149978637695312;5138;16327;1.9220011234283447
(41, 451);(823, 525);9578;9700;0.8880016803741455;9396;116850;15.929998397827148
(41, 451);(721, 384);8412;12573;1.4229962825775146;8412;93236;12.125920295715332
(565, 921);(524, 554);3890;597;0.2969992160797119;3890;2220;0.09499740600585938
(565, 921);(847, 88);11184;16211;2.2950010299682617;9898;62907;16.55900001525879
(514, 1007);(695, 122);10060;5064;0.5310001373291016;10686;102437;16.041000843048096
(514, 1007);(823, 525);6182;1523;0.2909972667694092;6454;36416;5.048226833343506
(429, 202);(514, 1007);11198;9328;1.5043785572052002;9384;34120;3.3071906566619873
(429, 202);(219, 706);5922;2364;0.42799830436706543;6202;20322;1.9559986591339111
(28, 401);(414, 27);8920;23986;3.4345083236694336;8236;163769;24.152891159057617
(28, 401);(821, 749);13070;10351;1.2900030612945557;11058;228903;44.900227308273315
(526, 425);(485, 772);3850;4590;0.49296140670776367;4018;5554;0.33499884605407715
(526, 425);(217, 576);5940;3449;0.3000004291534424;5396;32305;2.213000535964966
(928, 708);(294, 3);9754;11084;1.11100172996521;9586;22548;2.7009971141815186
(928, 708);(217, 673);8574;4176;0.5649974346160889;7858;39466;4.397197484970093
(1022, 698);(975, 428);-1;0;0.1241002082824707;-1;1288;0.028998613357543945
(1022, 698);(524, 554);-1;0;0.14499759674072266;-1;1288;0.029999971389770508
(956, 7);(870, 207);2344;5323;0.48800063133239746;2344;5323;0.3540003299713135
(956, 7);(669, 822);11822;10005;1.2770018577575684;11648;281894;61.01584982872009
(481, 758);(62, 627);5618;8827;1.1540024280548096;5606;61418;7.1640002727508545
(481, 758);(907, 174);8338;7968;1.140617847442627;8076;80435;14.929123163223267
(421, 94);(355, 823);8936;9638;1.3870022296905518;9372;152548;24.37609314918518
(421, 94);(956, 7);6490;7937;0.6690018177032471;7362;76123;8.438167333602905
(400, 890);(579, 210);7580;10615;0.9990003108978271;7580;11595;2.027970552444458
(400, 890);(740, 670);4280;2393;0.33899927139282227;4280;18319;2.0622611045837402
(398, 748);(592, 235);6374;5491;0.6040093898773193;6360;13413;1.0580015182495117
(398, 748);(821, 749);5504;1390;0.25299620628356934;5370;58031;5.407996416091919
(355, 823);(603, 295);6548;4860;0.5829989910125732;6502;21193;2.0800015926361084
(355, 823);(928, 708);7262;1705;0.3079972267150879;6734;55237;6.947679042816162
(557, 236);(989, 0);5264;1346;0.6110000610351562;5544;24794;2.521001100540161
(557, 236);(65, 61);5620;8907;0.8402807712554932;5620;45985;7.203869342803955
(942, 792);(805, 530);3614;5318;0.476121187210083;3168;11373;0.9889984130859375
(942, 792);(62, 627);11598;11545;1.6027421951293945;11320;257308;55.557536125183105
(721, 384);(425, 149);3900;760;0.3560001850128174;3900;11596;1.4211723804473877
(721, 384);(291, 1005);8456;705;0.23600006103515625;8148;47484;9.689506769180298
(102, 500);(592, 235);8246;1542;0.46599912643432617;6270;32346;3.9877471923828125
(102, 500);(1022, 698);-1;0;1.7440595626831055;-1;755118;163.58809232711792
(117, 338);(458, 61);7170;23846;3.9600019454956055;6266;111112;15.66872501373291
(117, 338);(544, 790);6246;749;0.38599681854248047;6246;6323;1.0889971256256104
(805, 530);(528, 912);5486;10074;1.385000228881836;5064;18707;1.9390015602111816
(805, 530);(740, 670);1660;1421;0.22300171852111816;1660;2420;0.10399723052978516
(764, 14);(398, 748);9130;5893;0.4669990539550781;9210;75529;14.624782800674438
(764, 14);(41, 451);10058;2455;0.26200008392333984;10082;58611;11.199310779571533
(467, 630);(199, 325);5272;5404;0.5600438117980957;5210;24988;1.5763843059539795
(467, 630);(284, 450);4164;2070;0.225999116897583;4230;28892;1.6709949970245361
(907, 174);(620, 448);4236;2717;0.26915597915649414;4388;8166;0.6478691101074219
(907, 174);(821, 749);7882;5428;0.6019973754882812;8306;152270;26.83178186416626
(353, 264);(557, 236);2312;246;0.29200005531311035;2312;4563;0.2199993133544922
(353, 264);(217, 576);3688;2572;0.3249964714050293;3984;19492;1.5629987716674805
(686, 638);(313, 302);7308;8434;0.812999963760376;7606;125948;15.366989612579346
(686, 638);(847, 88);6680;9036;0.7129988670349121;7016;75931;9.787787914276123
(335, 968);(217, 673);5664;12210;1.3919978141784668;5166;57756;5.0363194942474365
(335, 968);(592, 235);8580;17850;2.138998031616211;8446;47026;5.155000448226929
(414, 27);(551, 212);2398;1116;0.20100021362304688;2398;2922;0.1869981288909912
(414, 27);(356, 25);3692;358;0.1620032787322998;3716;15351;0.4910085201263428
(57, 242);(528, 912);8770;5319;0.5319983959197998;8584;48407;9.500468969345093
(57, 242);(514, 1007);9670;12977;1.1984355449676514;9478;60451;12.483365058898926
(0, 175);(429, 202);4398;10969;1.065999984741211;4398;10969;0.9079949855804443
(0, 175);(291, 1005);11156;10058;1.059999704360962;10518;156818;26.419962167739868
(982, 926);(284, 450);10956;14750;1.3790783882141113;11198;213815;40.91606616973877
(982, 926);(328, 843);7640;10464;0.8110001087188721;7456;35776;3.544797420501709
(620, 448);(617, 624);2076;656;0.29099440574645996;2060;4324;0.20900368690490723
(620, 448);(284, 450);5182;2415;0.34000301361083984;5134;51122;3.93898868560791
(1022, 332);(557, 236);5096;8626;0.6220009326934814;5122;22254;1.8702354431152344
(1022, 332);(989, 0);3452;590;0.16900038719177246;3452;2984;0.17699861526489258
(526, 1000);(942, 792);5350;3308;0.3639991283416748;4992;12661;1.1939995288848877
(526, 1000);(547, 902);1064;140;0.15999603271484375;1064;140;0.008994579315185547
(663, 412);(323, 610);6670;4672;0.7190008163452148;5728;68285;6.721182107925415
(663, 412);(982, 926);6416;9503;0.8330001831054688;6416;23168;3.2341883182525635
(603, 295);(882, 385);3150;5715;0.5240001678466797;3150;10342;0.6909987926483154
(603, 295);(565, 921);6808;1004;0.2929997444152832;6948;49887;6.645998477935791
(592, 235);(21, 502);6936;3140;0.4160492420196533;6954;29561;4.582681894302368
(592, 235);(217, 673);7256;2565;0.4909982681274414;8034;120358;16.79666781425476
(619, 400);(663, 412);488;418;0.2861475944519043;488;418;0.024000167846679688
(619, 400);(721, 384);1084;134;0.19899773597717285;1084;134;0.006003618240356445
(981, 197);(257, 469);9316;9873;0.8619956970214844;9572;172934;33.46655249595642
(981, 197);(821, 749);10530;7548;1.424997329711914;7988;116504;16.312047958374023
(196, 334);(305, 25);3526;8699;0.9571359157562256;3526;12132;0.9523117542266846
